Year,State_Code,State_Name,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,Category,Demographic,Lat,Long
2019,IL,Illinois,32.5,29.8,35.3,1531.0,"(40.48501028300046, -88.99771017799969)",Age (years),65 or older,40.48501028300046, -88.99771017799969
2019,RI,Rhode Island,39.5,25.7,55.1,103.0,"(41.70828019300046, -71.52247031399963)",Race/Ethnicity,Other,41.70828019300046, -71.52247031399963
2019,WA,Washington,28.2,22.6,34.5,315.0,"(47.52227862900048, -120.47001078999972)",Race/Ethnicity,2 or more races,47.52227862900048, -120.47001078999972
2019,MT,Montana,32.1,28.3,36.1,823.0,"(47.06652897200047, -109.42442064499971)",Income,"$15,000 - $24,999",47.06652897200047, -109.42442064499971
2019,ID,Idaho,19.2,14.1,25.5,323.0,"(43.682630005000476, -114.3637300419997)",Age (years),18 - 24,43.682630005000476, -114.3637300419997
2019,MN,Minnesota,32.2,30.4,34.2,3186.0,"(46.35564873600049, -94.79420050299967)",Education,High school graduate,46.35564873600049, -94.79420050299967
2019,NY,New York,29.4,26.5,32.4,1365.0,"(42.82700103200045, -75.54397042699964)",Race/Ethnicity,Hispanic,42.82700103200045, -75.54397042699964
2019,HI,Hawaii,51.8,47.2,56.3,750.0,"(21.304850435000446, -157.85774940299973)",Race/Ethnicity,Hawaiian/Pacific Islander,21.304850435000446, -157.85774940299973
2019,OK,Oklahoma,42.4,36.6,48.3,446.0,"(35.47203135600046, -97.52107021399968)",Income,"Less than $15,000",35.47203135600046, -97.52107021399968
2019,DC,District of Columbia,37.5,27.5,48.7,140.0,"(38.89037138500049, -77.03196112699965)",Income,"$25,000 - $34,999",38.89037138500049, -77.03196112699965
2019,OK,Oklahoma,35.2,33.4,37.0,4257.0,"(35.47203135600046, -97.52107021399968)",Race/Ethnicity,Non-Hispanic White,35.47203135600046, -97.52107021399968
2019,AZ,Arizona,36.1,29.9,42.9,562.0,"(34.865970280000454, -111.76381127699972)",Education,Less than high school,34.865970280000454, -111.76381127699972
2019,VT,Vermont,24.6,20.3,29.4,913.0,"(43.62538123900049, -72.51764079099962)",Income,Data not reported,43.62538123900049, -72.51764079099962
2019,IL,Illinois,31.6,30.1,33.1,5188.0,"(40.48501028300046, -88.99771017799969)",Total,Total,40.48501028300046, -88.99771017799969
2019,MA,Massachusetts,29.4,26.7,32.3,1638.0,"(42.27687047000046, -72.08269067499964)",Education,Some college or technical school,42.27687047000046, -72.08269067499964
2019,WA,Washington,28.0,26.5,29.6,5900.0,"(47.52227862900048, -120.47001078999972)",Gender,Female,47.52227862900048, -120.47001078999972
2019,MO,Missouri,34.6,32.4,36.9,3646.0,"(38.635790776000476, -92.56630005299968)",Gender,Female,38.635790776000476, -92.56630005299968
2019,KS,Kansas,39.1,37.1,41.1,3236.0,"(38.34774030000045, -98.20078122699965)",Education,Some college or technical school,38.34774030000045, -98.20078122699965
2019,VA,Virginia,29.3,25.9,33.0,1365.0,"(37.54268067400045, -78.45789046299967)",Income,Data not reported,37.54268067400045, -78.45789046299967
2019,MT,Montana,23.4,19.9,27.2,771.0,"(47.06652897200047, -109.42442064499971)",Income,Data not reported,47.06652897200047, -109.42442064499971
2019,SC,South Carolina,45.6,42.0,49.2,1427.0,"(33.998821303000454, -81.04537120699968)",Race/Ethnicity,Non-Hispanic Black,33.998821303000454, -81.04537120699968
2019,ME,Maine,32.2,16.8,52.7,60.0,"(45.254228894000505, -68.98503133599962)",Race/Ethnicity,American Indian/Alaska Native,45.254228894000505, -68.98503133599962
2019,AK,Alaska,26.8,19.9,35.0,279.0,"(64.84507995700051, -147.72205903599973)",Age (years),25 - 34,64.84507995700051, -147.72205903599973
2019,NM,New Mexico,31.0,26.1,36.3,654.0,"(34.52088095200048, -106.24058098499967)",Income,"$50,000 - $74,999",34.52088095200048, -106.24058098499967
2019,MA,Massachusetts,28.0,23.2,33.2,493.0,"(42.27687047000046, -72.08269067499964)",Race/Ethnicity,Hispanic,42.27687047000046, -72.08269067499964
2019,DC,District of Columbia,23.8,21.7,25.9,2367.0,"(38.89037138500049, -77.03196112699965)",Total,Total,38.89037138500049, -77.03196112699965
2019,TX,Texas,27.5,23.7,31.6,1851.0,"(31.827240407000488, -99.42677020599967)",Income,Data not reported,31.827240407000488, -99.42677020599967
2019,MN,Minnesota,27.5,25.0,30.1,1872.0,"(46.35564873600049, -94.79420050299967)",Income,Data not reported,46.35564873600049, -94.79420050299967
2019,CA,California,9.3,7.1,12.0,847.0,"(37.63864012300047, -120.99999953799971)",Race/Ethnicity,Asian,37.63864012300047, -120.99999953799971
2019,PA,Pennsylvania,32.7,26.2,39.9,262.0,"(40.79373015200048, -77.86070029399963)",Race/Ethnicity,Hispanic,40.79373015200048, -77.86070029399963
2019,IA,Iowa,35.3,33.3,37.3,2786.0,"(42.46940091300047, -93.81649055599968)",Education,Some college or technical school,42.46940091300047, -93.81649055599968
2019,VT,Vermont,34.2,29.1,39.8,572.0,"(43.62538123900049, -72.51764079099962)",Age (years),35 - 44,43.62538123900049, -72.51764079099962
2019,HI,Hawaii,28.1,26.1,30.0,3591.0,"(21.304850435000446, -157.85774940299973)",Gender,Male,21.304850435000446, -157.85774940299973
2019,AR,Arkansas,37.8,34.2,41.4,1324.0,"(34.74865012400045, -92.27449074299966)",Education,Some college or technical school,34.74865012400045, -92.27449074299966
2019,AK,Alaska,30.2,25.7,35.2,851.0,"(64.84507995700051, -147.72205903599973)",Age (years),65 or older,64.84507995700051, -147.72205903599973
2019,KS,Kansas,36.9,33.2,40.6,1162.0,"(38.34774030000045, -98.20078122699965)",Income,"$15,000 - $24,999",38.34774030000045, -98.20078122699965
2019,WY,Wyoming,27.2,19.6,36.4,168.0,"(43.23554134300048, -108.10983035299967)",Race/Ethnicity,Hispanic,43.23554134300048, -108.10983035299967
2019,MN,Minnesota,26.8,25.4,28.2,5277.0,"(46.35564873600049, -94.79420050299967)",Income,"$75,000 or greater",46.35564873600049, -94.79420050299967
2019,ND,North Dakota,37.9,33.4,42.7,817.0,"(47.47531977900047, -100.11842104899966)",Income,"$50,000 - $74,999",47.47531977900047, -100.11842104899966
2019,CA,California,23.1,21.4,24.9,3798.0,"(37.63864012300047, -120.99999953799971)",Income,"$75,000 or greater",37.63864012300047, -120.99999953799971
2019,PA,Pennsylvania,38.7,35.0,42.6,962.0,"(40.79373015200048, -77.86070029399963)",Age (years),45 - 54,40.79373015200048, -77.86070029399963
2019,SD,South Dakota,33.6,30.2,37.1,2811.0,"(44.353130053000484, -100.3735306369997)",Gender,Male,44.353130053000484, -100.3735306369997
2019,NH,New Hampshire,33.2,28.1,38.6,620.0,"(43.65595011300047, -71.50036091999965)",Income,"$35,000 - $49,999",43.65595011300047, -71.50036091999965
2019,MI,Michigan,37.3,35.2,39.5,3081.0,"(44.6613195430005, -84.71439026999968)",Education,Some college or technical school,44.6613195430005, -84.71439026999968
2019,MD,Maryland,37.1,32.0,42.5,850.0,"(39.29058096400047, -76.60926011099963)",Income,"Less than $15,000",39.29058096400047, -76.60926011099963
2019,ID,Idaho,31.4,17.2,50.3,92.0,"(43.682630005000476, -114.3637300419997)",Race/Ethnicity,2 or more races,43.682630005000476, -114.3637300419997
2019,CO,Colorado,22.6,19.9,25.6,988.0,"(38.843840757000464, -106.13361092099967)",Age (years),25 - 34,38.843840757000464, -106.13361092099967
2019,ME,Maine,31.6,27.3,36.4,1002.0,"(45.254228894000505, -68.98503133599962)",Income,"$25,000 - $34,999",45.254228894000505, -68.98503133599962
2019,DC,District of Columbia,27.8,24.9,30.9,1301.0,"(38.89037138500049, -77.03196112699965)",Gender,Female,38.89037138500049, -77.03196112699965
2019,ME,Maine,34.3,31.6,37.1,2879.0,"(45.254228894000505, -68.98503133599962)",Education,Some college or technical school,45.254228894000505, -68.98503133599962
2019,UT,Utah,34.7,32.0,37.5,1735.0,"(39.360700171000474, -111.58713063499971)",Age (years),55 - 64,39.360700171000474, -111.58713063499971
2019,MS,Mississippi,35.7,31.4,40.1,844.0,"(32.745510099000455, -89.53803082499968)",Income,Data not reported,32.745510099000455, -89.53803082499968
2019,NE,Nebraska,34.7,33.2,36.3,7819.0,"(41.6410409880005, -99.36572062299967)",Gender,Female,41.6410409880005, -99.36572062299967
2019,NE,Nebraska,35.7,31.7,39.9,1096.0,"(41.6410409880005, -99.36572062299967)",Income,"Less than $15,000",41.6410409880005, -99.36572062299967
2019,CT,Connecticut,32.0,28.2,36.1,733.0,"(41.56266102000046, -72.64984095199964)",Age (years),35 - 44,41.56266102000046, -72.64984095199964
2019,OH,Ohio,43.7,38.7,48.8,1072.0,"(40.06021014100048, -82.40426005599966)",Income,"Less than $15,000",40.06021014100048, -82.40426005599966
2019,SC,South Carolina,36.3,31.1,41.8,582.0,"(33.998821303000454, -81.04537120699968)",Education,Less than high school,33.998821303000454, -81.04537120699968
2019,VA,Virginia,38.8,35.5,42.3,1343.0,"(37.54268067400045, -78.45789046299967)",Age (years),45 - 54,37.54268067400045, -78.45789046299967
2019,SD,South Dakota,35.2,27.2,44.2,535.0,"(44.353130053000484, -100.3735306369997)",Income,"$25,000 - $34,999",44.353130053000484, -100.3735306369997
2019,DE,Delaware,37.7,31.5,44.4,420.0,"(39.008830667000495, -75.57774116799965)",Income,"$15,000 - $24,999",39.008830667000495, -75.57774116799965
2019,WY,Wyoming,29.9,25.2,35.1,658.0,"(43.23554134300048, -108.10983035299967)",Income,"$50,000 - $74,999",43.23554134300048, -108.10983035299967
2019,HI,Hawaii,19.9,18.2,21.7,3107.0,"(21.304850435000446, -157.85774940299973)",Education,College graduate,21.304850435000446, -157.85774940299973
2019,NM,New Mexico,22.5,17.1,29.1,301.0,"(34.52088095200048, -106.24058098499967)",Age (years),18 - 24,34.52088095200048, -106.24058098499967
2019,LA,Louisiana,43.7,39.5,48.0,696.0,"(31.31266064400046, -92.44568007099969)",Age (years),45 - 54,31.31266064400046, -92.44568007099969
2019,VT,Vermont,27.1,25.4,28.9,5426.0,"(43.62538123900049, -72.51764079099962)",Race/Ethnicity,Non-Hispanic White,43.62538123900049, -72.51764079099962
2019,KS,Kansas,32.0,27.0,37.3,434.0,"(38.34774030000045, -98.20078122699965)",Education,Less than high school,38.34774030000045, -98.20078122699965
2019,AZ,Arizona,31.5,27.2,36.1,1184.0,"(34.865970280000454, -111.76381127699972)",Income,"$50,000 - $74,999",34.865970280000454, -111.76381127699972
2019,CT,Connecticut,37.8,32.0,44.0,369.0,"(41.56266102000046, -72.64984095199964)",Education,Less than high school,41.56266102000046, -72.64984095199964
2019,NC,North Carolina,31.6,28.4,35.0,1121.0,"(35.466220975000454, -79.15925046299964)",Age (years),65 or older,35.466220975000454, -79.15925046299964
2019,TN,Tennessee,37.1,34.5,39.7,2592.0,"(35.68094058000048, -85.77449091399967)",Gender,Male,35.68094058000048, -85.77449091399967
2019,TX,Texas,27.4,25.1,29.9,4099.0,"(31.827240407000488, -99.42677020599967)",Education,College graduate,31.827240407000488, -99.42677020599967
2019,NY,New York,16.6,13.5,20.1,731.0,"(42.82700103200045, -75.54397042699964)",Age (years),18 - 24,42.82700103200045, -75.54397042699964
2019,ID,Idaho,33.3,28.8,38.2,909.0,"(43.682630005000476, -114.3637300419997)",Age (years),55 - 64,43.682630005000476, -114.3637300419997
2019,CO,Colorado,4.6,2.0,10.3,150.0,"(38.843840757000464, -106.13361092099967)",Race/Ethnicity,Asian,38.843840757000464, -106.13361092099967
2019,RI,Rhode Island,31.9,27.8,36.2,770.0,"(41.70828019300046, -71.52247031399963)",Age (years),45 - 54,41.70828019300046, -71.52247031399963
2019,NY,New York,29.8,21.8,39.4,176.0,"(42.82700103200045, -75.54397042699964)",Race/Ethnicity,2 or more races,42.82700103200045, -75.54397042699964
2019,UT,Utah,16.3,13.8,19.2,958.0,"(39.360700171000474, -111.58713063499971)",Age (years),18 - 24,39.360700171000474, -111.58713063499971
2019,OR,Oregon,17.3,8.1,33.3,81.0,"(44.56744942400047, -120.15503132599969)",Race/Ethnicity,Asian,44.56744942400047, -120.15503132599969
2019,VA,Virginia,28.1,15.5,45.3,51.0,"(37.54268067400045, -78.45789046299967)",Race/Ethnicity,American Indian/Alaska Native,37.54268067400045, -78.45789046299967
2019,MO,Missouri,34.3,30.0,39.0,692.0,"(38.635790776000476, -92.56630005299968)",Age (years),35 - 44,38.635790776000476, -92.56630005299968
2019,OR,Oregon,31.8,29.0,34.8,1290.0,"(44.56744942400047, -120.15503132599969)",Education,High school graduate,44.56744942400047, -120.15503132599969
2019,CT,Connecticut,29.1,27.8,30.5,8259.0,"(41.56266102000046, -72.64984095199964)",Total,Total,41.56266102000046, -72.64984095199964
2019,RI,Rhode Island,32.7,29.1,36.4,1316.0,"(41.70828019300046, -71.52247031399963)",Education,Some college or technical school,41.70828019300046, -71.52247031399963
2019,AL,Alabama,38.9,33.6,44.5,546.0,"(32.84057112200048, -86.63186076199969)",Income,"$25,000 - $34,999",32.84057112200048, -86.63186076199969
2019,MT,Montana,33.7,29.8,37.8,714.0,"(47.06652897200047, -109.42442064499971)",Age (years),45 - 54,47.06652897200047, -109.42442064499971
2019,AL,Alabama,37.3,34.6,40.1,1882.0,"(32.84057112200048, -86.63186076199969)",Education,Some college or technical school,32.84057112200048, -86.63186076199969
2019,CA,California,36.7,33.7,39.7,1431.0,"(37.63864012300047, -120.99999953799971)",Education,Less than high school,37.63864012300047, -120.99999953799971
2019,MA,Massachusetts,26.0,24.2,28.0,3283.0,"(42.27687047000046, -72.08269067499964)",Gender,Male,42.27687047000046, -72.08269067499964
2019,MA,Massachusetts,28.9,22.9,35.6,372.0,"(42.27687047000046, -72.08269067499964)",Income,"$25,000 - $34,999",42.27687047000046, -72.08269067499964
2019,US,National,32.3,31.5,33.1,51409.0,,Income,"$50,000 - $74,999",,
2019,AR,Arkansas,36.9,34.8,39.1,3777.0,"(34.74865012400045, -92.27449074299966)",Race/Ethnicity,Non-Hispanic White,34.74865012400045, -92.27449074299966
2019,MT,Montana,33.2,30.2,36.3,1260.0,"(47.06652897200047, -109.42442064499971)",Age (years),55 - 64,47.06652897200047, -109.42442064499971
2019,US,National,32.1,31.7,32.5,197450.0,,Gender,Female,,
2019,RI,Rhode Island,29.2,22.9,36.3,427.0,"(41.70828019300046, -71.52247031399963)",Income,"$25,000 - $34,999",41.70828019300046, -71.52247031399963
2019,FL,Florida,29.2,25.6,33.1,1846.0,"(28.932040377000476, -81.92896053899966)",Income,"$35,000 - $49,999",28.932040377000476, -81.92896053899966
2019,MA,Massachusetts,24.0,22.1,26.1,2556.0,"(42.27687047000046, -72.08269067499964)",Income,"$75,000 or greater",42.27687047000046, -72.08269067499964
2019,KY,Kentucky,37.8,32.7,43.2,773.0,"(37.645970271000465, -84.77497104799966)",Age (years),25 - 34,37.645970271000465, -84.77497104799966
2019,MD,Maryland,32.8,23.7,43.4,172.0,"(39.29058096400047, -76.60926011099963)",Race/Ethnicity,Other,39.29058096400047, -76.60926011099963
2019,WY,Wyoming,28.5,25.9,31.4,2337.0,"(43.23554134300048, -108.10983035299967)",Gender,Female,43.23554134300048, -108.10983035299967
2019,NY,New York,24.5,22.7,26.4,4625.0,"(42.82700103200045, -75.54397042699964)",Age (years),65 or older,42.82700103200045, -75.54397042699964
2019,OK,Oklahoma,34.8,31.9,37.8,1503.0,"(35.47203135600046, -97.52107021399968)",Income,"$75,000 or greater",35.47203135600046, -97.52107021399968
2019,NM,New Mexico,40.0,25.7,56.3,65.0,"(34.52088095200048, -106.24058098499967)",Race/Ethnicity,Non-Hispanic Black,34.52088095200048, -106.24058098499967
2019,KS,Kansas,34.4,32.4,36.4,3088.0,"(38.34774030000045, -98.20078122699965)",Income,"$75,000 or greater",38.34774030000045, -98.20078122699965
2019,HI,Hawaii,29.7,17.1,46.3,65.0,"(21.304850435000446, -157.85774940299973)",Race/Ethnicity,Non-Hispanic Black,21.304850435000446, -157.85774940299973
2019,WA,Washington,28.3,27.3,29.4,11676.0,"(47.52227862900048, -120.47001078999972)",Total,Total,47.52227862900048, -120.47001078999972
2019,NC,North Carolina,38.8,33.7,44.1,462.0,"(35.466220975000454, -79.15925046299964)",Income,"$35,000 - $49,999",35.466220975000454, -79.15925046299964
2019,ND,North Dakota,32.9,27.9,38.2,421.0,"(47.47531977900047, -100.11842104899966)",Age (years),25 - 34,47.47531977900047, -100.11842104899966
2019,IL,Illinois,33.6,29.8,37.6,739.0,"(40.48501028300046, -88.99771017799969)",Race/Ethnicity,Hispanic,40.48501028300046, -88.99771017799969
2019,VT,Vermont,28.4,25.1,31.9,1391.0,"(43.62538123900049, -72.51764079099962)",Education,Some college or technical school,43.62538123900049, -72.51764079099962
2019,WI,Wisconsin,33.3,30.5,36.2,1779.0,"(44.39319117400049, -89.81637074199966)",Age (years),65 or older,44.39319117400049, -89.81637074199966
2019,GA,Georgia,33.6,31.2,36.2,3534.0,"(32.83968109300048, -83.62758034599966)",Gender,Female,32.83968109300048, -83.62758034599966
2019,AK,Alaska,42.3,35.4,49.5,388.0,"(64.84507995700051, -147.72205903599973)",Age (years),45 - 54,64.84507995700051, -147.72205903599973
2019,SC,South Carolina,39.3,35.5,43.2,896.0,"(33.998821303000454, -81.04537120699968)",Age (years),45 - 54,33.998821303000454, -81.04537120699968
2019,SD,South Dakota,45.3,34.6,56.5,795.0,"(44.353130053000484, -100.3735306369997)",Race/Ethnicity,American Indian/Alaska Native,44.353130053000484, -100.3735306369997
2019,IL,Illinois,32.3,29.4,35.4,1169.0,"(40.48501028300046, -88.99771017799969)",Education,High school graduate,40.48501028300046, -88.99771017799969
2019,NC,North Carolina,37.0,33.5,40.7,920.0,"(35.466220975000454, -79.15925046299964)",Education,High school graduate,35.466220975000454, -79.15925046299964
2019,IN,Indiana,33.1,20.0,49.4,51.0,"(39.766910452000445, -86.14996019399968)",Race/Ethnicity,American Indian/Alaska Native,39.766910452000445, -86.14996019399968
2019,PA,Pennsylvania,33.3,31.2,35.4,3074.0,"(40.79373015200048, -77.86070029399963)",Gender,Male,40.79373015200048, -77.86070029399963
2019,HI,Hawaii,33.7,30.4,37.2,1185.0,"(21.304850435000446, -157.85774940299973)",Race/Ethnicity,2 or more races,21.304850435000446, -157.85774940299973
2019,SD,South Dakota,31.0,26.7,35.7,1571.0,"(44.353130053000484, -100.3735306369997)",Income,"$75,000 or greater",44.353130053000484, -100.3735306369997
2019,TN,Tennessee,36.5,34.8,38.3,5673.0,"(35.68094058000048, -85.77449091399967)",Total,Total,35.68094058000048, -85.77449091399967
2019,NV,Nevada,33.5,27.9,39.5,482.0,"(39.493240390000494, -117.07184056399967)",Age (years),55 - 64,39.493240390000494, -117.07184056399967
2019,WA,Washington,25.5,22.7,28.6,1579.0,"(47.52227862900048, -120.47001078999972)",Income,Data not reported,47.52227862900048, -120.47001078999972
2019,WA,Washington,35.3,30.6,40.2,662.0,"(47.52227862900048, -120.47001078999972)",Income,"Less than $15,000",47.52227862900048, -120.47001078999972
2019,WI,Wisconsin,39.0,35.5,42.7,1061.0,"(44.39319117400049, -89.81637074199966)",Age (years),55 - 64,44.39319117400049, -89.81637074199966
2019,IN,Indiana,35.2,31.3,39.2,719.0,"(39.766910452000445, -86.14996019399968)",Age (years),25 - 34,39.766910452000445, -86.14996019399968
2019,NH,New Hampshire,30.5,28.1,33.0,2763.0,"(43.65595011300047, -71.50036091999965)",Gender,Female,43.65595011300047, -71.50036091999965
2019,CA,California,29.0,26.0,32.3,1204.0,"(37.63864012300047, -120.99999953799971)",Income,"$15,000 - $24,999",37.63864012300047, -120.99999953799971
2019,LA,Louisiana,41.2,36.0,46.5,506.0,"(31.31266064400046, -92.44568007099969)",Income,"$50,000 - $74,999",31.31266064400046, -92.44568007099969
2019,FL,Florida,31.3,27.8,35.1,2892.0,"(28.932040377000476, -81.92896053899966)",Age (years),55 - 64,28.932040377000476, -81.92896053899966
2019,AZ,Arizona,32.0,29.1,35.0,2634.0,"(34.865970280000454, -111.76381127699972)",Education,Some college or technical school,34.865970280000454, -111.76381127699972
2019,MN,Minnesota,34.8,31.8,37.9,1412.0,"(46.35564873600049, -94.79420050299967)",Income,"$15,000 - $24,999",46.35564873600049, -94.79420050299967
2019,RI,Rhode Island,26.9,24.0,30.0,1769.0,"(41.70828019300046, -71.52247031399963)",Income,"$75,000 or greater",41.70828019300046, -71.52247031399963
2019,MI,Michigan,35.0,33.6,36.4,8131.0,"(44.6613195430005, -84.71439026999968)",Race/Ethnicity,Non-Hispanic White,44.6613195430005, -84.71439026999968
2019,GA,Georgia,32.6,29.8,35.4,2936.0,"(32.83968109300048, -83.62758034599966)",Gender,Male,32.83968109300048, -83.62758034599966
2019,DC,District of Columbia,15.0,13.0,17.2,1452.0,"(38.89037138500049, -77.03196112699965)",Education,College graduate,38.89037138500049, -77.03196112699965
2019,RI,Rhode Island,4.0,1.5,10.4,74.0,"(41.70828019300046, -71.52247031399963)",Race/Ethnicity,Asian,41.70828019300046, -71.52247031399963
2019,MI,Michigan,46.1,38.6,53.8,248.0,"(44.6613195430005, -84.71439026999968)",Race/Ethnicity,Hispanic,44.6613195430005, -84.71439026999968
2019,AR,Arkansas,43.7,39.0,48.5,576.0,"(34.74865012400045, -92.27449074299966)",Age (years),45 - 54,34.74865012400045, -92.27449074299966
2019,NV,Nevada,25.5,21.4,30.2,879.0,"(39.493240390000494, -117.07184056399967)",Education,College graduate,39.493240390000494, -117.07184056399967
2019,MN,Minnesota,25.1,15.4,38.1,72.0,"(46.35564873600049, -94.79420050299967)",Race/Ethnicity,Other,46.35564873600049, -94.79420050299967
2019,NE,Nebraska,28.3,25.1,31.7,1569.0,"(41.6410409880005, -99.36572062299967)",Income,Data not reported,41.6410409880005, -99.36572062299967
2019,MN,Minnesota,48.2,38.7,57.8,152.0,"(46.35564873600049, -94.79420050299967)",Race/Ethnicity,American Indian/Alaska Native,46.35564873600049, -94.79420050299967
2019,OR,Oregon,35.5,31.7,39.6,875.0,"(44.56744942400047, -120.15503132599969)",Age (years),45 - 54,44.56744942400047, -120.15503132599969
2019,NV,Nevada,20.8,10.9,35.8,61.0,"(39.493240390000494, -117.07184056399967)",Race/Ethnicity,Asian,39.493240390000494, -117.07184056399967
2019,NV,Nevada,30.6,28.2,33.1,2580.0,"(39.493240390000494, -117.07184056399967)",Total,Total,39.493240390000494, -117.07184056399967
2019,OH,Ohio,34.7,31.0,38.6,1137.0,"(40.06021014100048, -82.40426005599966)",Age (years),35 - 44,40.06021014100048, -82.40426005599966
2019,UT,Utah,32.2,28.0,36.7,751.0,"(39.360700171000474, -111.58713063499971)",Income,"$25,000 - $34,999",39.360700171000474, -111.58713063499971
2019,AZ,Arizona,31.8,26.0,38.3,749.0,"(34.865970280000454, -111.76381127699972)",Income,"$25,000 - $34,999",34.865970280000454, -111.76381127699972
2019,MS,Mississippi,48.2,42.2,54.3,461.0,"(32.745510099000455, -89.53803082499968)",Income,"$25,000 - $34,999",32.745510099000455, -89.53803082499968
2019,MD,Maryland,20.8,17.0,25.2,596.0,"(39.29058096400047, -76.60926011099963)",Age (years),18 - 24,39.29058096400047, -76.60926011099963
2019,CT,Connecticut,44.9,38.7,51.3,426.0,"(41.56266102000046, -72.64984095199964)",Income,"Less than $15,000",41.56266102000046, -72.64984095199964
2019,AL,Alabama,36.4,32.1,40.9,633.0,"(32.84057112200048, -86.63186076199969)",Age (years),25 - 34,32.84057112200048, -86.63186076199969
2019,VT,Vermont,25.1,20.5,30.3,677.0,"(43.62538123900049, -72.51764079099962)",Income,"$35,000 - $49,999",43.62538123900049, -72.51764079099962
2019,SD,South Dakota,32.7,26.3,39.9,567.0,"(44.353130053000484, -100.3735306369997)",Age (years),25 - 34,44.353130053000484, -100.3735306369997
2019,MO,Missouri,36.1,33.1,39.2,1876.0,"(38.635790776000476, -92.56630005299968)",Education,Some college or technical school,38.635790776000476, -92.56630005299968
2019,IL,Illinois,31.1,29.3,32.9,3491.0,"(40.48501028300046, -88.99771017799969)",Race/Ethnicity,Non-Hispanic White,40.48501028300046, -88.99771017799969
2019,NE,Nebraska,28.9,27.2,30.7,4594.0,"(41.6410409880005, -99.36572062299967)",Education,College graduate,41.6410409880005, -99.36572062299967
2019,OH,Ohio,39.2,34.8,43.8,1270.0,"(40.06021014100048, -82.40426005599966)",Income,"$25,000 - $34,999",40.06021014100048, -82.40426005599966
2019,IA,Iowa,36.1,31.3,41.1,518.0,"(42.46940091300047, -93.81649055599968)",Income,"Less than $15,000",42.46940091300047, -93.81649055599968
2019,WV,West Virginia,36.7,33.5,39.9,1415.0,"(38.66551020200046, -80.71264013499967)",Education,College graduate,38.66551020200046, -80.71264013499967
2019,MD,Maryland,38.4,35.8,41.1,2257.0,"(39.29058096400047, -76.60926011099963)",Age (years),45 - 54,39.29058096400047, -76.60926011099963
2019,DE,Delaware,31.6,25.1,39.0,326.0,"(39.008830667000495, -75.57774116799965)",Age (years),25 - 34,39.008830667000495, -75.57774116799965
2019,OK,Oklahoma,38.7,36.0,41.5,1761.0,"(35.47203135600046, -97.52107021399968)",Education,Some college or technical school,35.47203135600046, -97.52107021399968
2019,ME,Maine,31.9,21.2,45.0,148.0,"(45.254228894000505, -68.98503133599962)",Race/Ethnicity,Hispanic,45.254228894000505, -68.98503133599962
2019,GA,Georgia,32.3,27.3,37.7,710.0,"(32.83968109300048, -83.62758034599966)",Income,"$35,000 - $49,999",32.83968109300048, -83.62758034599966
2019,DE,Delaware,32.3,28.6,36.2,1093.0,"(39.008830667000495, -75.57774116799965)",Income,"$75,000 or greater",39.008830667000495, -75.57774116799965
2019,NM,New Mexico,32.5,30.0,35.1,2905.0,"(34.52088095200048, -106.24058098499967)",Gender,Female,34.52088095200048, -106.24058098499967
2019,VA,Virginia,44.5,41.1,47.9,1384.0,"(37.54268067400045, -78.45789046299967)",Race/Ethnicity,Non-Hispanic Black,37.54268067400045, -78.45789046299967
2019,MA,Massachusetts,25.2,23.9,26.5,6787.0,"(42.27687047000046, -72.08269067499964)",Total,Total,42.27687047000046, -72.08269067499964
2019,DC,District of Columbia,42.5,34.0,51.4,200.0,"(38.89037138500049, -77.03196112699965)",Income,"Less than $15,000",38.89037138500049, -77.03196112699965
2019,IN,Indiana,39.4,36.3,42.6,1176.0,"(39.766910452000445, -86.14996019399968)",Age (years),45 - 54,39.766910452000445, -86.14996019399968
2019,TN,Tennessee,36.5,31.4,41.9,614.0,"(35.68094058000048, -85.77449091399967)",Income,"Less than $15,000",35.68094058000048, -85.77449091399967
2019,DC,District of Columbia,6.1,2.0,17.2,53.0,"(38.89037138500049, -77.03196112699965)",Race/Ethnicity,Asian,38.89037138500049, -77.03196112699965
2019,WY,Wyoming,20.6,14.6,28.4,178.0,"(43.23554134300048, -108.10983035299967)",Age (years),18 - 24,43.23554134300048, -108.10983035299967
2019,WV,West Virginia,24.9,18.6,32.4,188.0,"(38.66551020200046, -80.71264013499967)",Age (years),18 - 24,38.66551020200046, -80.71264013499967
2019,NH,New Hampshire,33.5,30.3,37.0,1162.0,"(43.65595011300047, -71.50036091999965)",Age (years),55 - 64,43.65595011300047, -71.50036091999965
2019,PA,Pennsylvania,42.4,36.2,48.9,397.0,"(40.79373015200048, -77.86070029399963)",Income,"Less than $15,000",40.79373015200048, -77.86070029399963
2019,TX,Texas,40.8,36.5,45.3,1559.0,"(31.827240407000488, -99.42677020599967)",Age (years),45 - 54,31.827240407000488, -99.42677020599967
2019,IN,Indiana,41.4,28.0,56.2,91.0,"(39.766910452000445, -86.14996019399968)",Race/Ethnicity,Other,39.766910452000445, -86.14996019399968
2019,GA,Georgia,40.9,36.8,45.1,1440.0,"(32.83968109300048, -83.62758034599966)",Race/Ethnicity,Non-Hispanic Black,32.83968109300048, -83.62758034599966
